sygic_travel_id,rating            ,lat       ,lng       ,name                                             ,marker                                 ,perex                                                                                                                                         ,thumbnail_url                                           ,categories
poi:3791631    ,0.0029207363623062,55.2233428,-6.5308318,Runkerry Stand (Bushfoot)                        ,relaxing:beach:sandy                   ,                                                                                                                                              ,                                                        ,"relaxing,hiking"
poi:25707278   ,0.0029006223815198,55.0564721,-7.9368563,Glenveagh National Park Visitor Centre           ,sightseeing                            ,                                                                                                                                              ,                                                        ,sightseeing
poi:20382746   ,0.0028968832891247,54.6646243,-5.8294926,Belfast Lough                                    ,hiking                                 ,                                                                                                                                              ,                                                        ,hiking
poi:3400577    ,0.0028030200585982,55.202877 ,-6.2698111,Fairhead Caravan Park                            ,sleeping:camp_site                     ,                                                                                                                                              ,                                                        ,"sleeping,hiking"
poi:34020477   ,0.0027813404586952,55.1672628,-6.8324667,Downhill beach                                   ,sightseeing                            ,                                                                                                                                              ,                                                        ,sightseeing
poi:7767       ,0.0026512258342011,54.6005   ,-5.9299   ,Red Barn Gallery                                 ,discovering:museum                     ,"The Red Barn Gallery, or RBG Belfast, is a photography gallery and exhibition space in central Belfast, Northern Ireland, and the first…"    ,                                                        ,discovering
poi:7658       ,0.0026512258342011,54.604    ,-5.925    ,Golden Thread Gallery                            ,discovering:museum                     ,"The Golden Thread Gallery is a contemporary art space in Belfast, Northern Ireland."                                                         ,                                                        ,discovering
poi:5379247    ,0.0024807692307692,54.3203216,-6.8901068,Castle Leslie                                    ,sleeping:hotel                         ,                                                                                                                                              ,                                                        ,"sleeping,sightseeing"
poi:26631129   ,0.0024807692307692,54.9663573,-7.693702 ,Tropical World                                   ,discovering:zoo                        ,                                                                                                                                              ,                                                        ,"discovering,playing"
poi:36435963   ,0.0024807692307692,54.9491312,-7.7421075,Loreto Convent                                   ,sightseeing:architecture               ,                                                                                                                                              ,                                                        ,sightseeing
poi:3360037    ,0.0024807692307692,54.173049 ,-6.3359007,Bagenal's Castle                                 ,sightseeing:castle                     ,                                                                                                                                              ,                                                        ,"hiking,sightseeing"
poi:7807       ,0.002415793226785 ,54.535556 ,-5.978889 ,Lagan Valley                                     ,hiking                                 ,The Lagan Valley is an area of Northern Ireland between Belfast and Lisburn. The Lagan is a famous river that flows into Belfast Lough.       ,                                                        ,hiking
poi:3314940    ,0.0023531489111242,55.055439 ,-6.3334887,Lisanoure Castle                                 ,sightseeing:castle                     ,                                                                                                                                              ,                                                        ,"hiking,sightseeing"
poi:3863342    ,0.0023097353646942,54.3366836,-7.812891 ,Pollnagollum Cave                                ,hiking:cave                            ,"Pollnagollum–Poulelva is an active stream passage cave situated in County Clare, Ireland."                                                   ,                                                        ,"hiking,sightseeing"
poi:7991       ,0.0022881729071399,54.38341  ,-7.85677  ,Noon's Hole                                      ,hiking                                 ,"Noon's Hole lies about 5 km northwest of the centre of Boho, in the townland of Old Barr in the parish of Devenish, County Fermanagh, close…",                                                        ,hiking
poi:15574625   ,0.0022412108786106,54.7156375,-6.2243269,Antrim Castle                                    ,sightseeing:castle:ruins               ,                                                                                                                                              ,                                                        ,"hiking,sightseeing"
poi:7661       ,0.0021870670530176,54.3275106,-5.7190432,St. Patricks Visitor Centre                      ,discovering:museum                     ,"Devoted to Ireland's patron saint and subsequently, the Early Christian period in the country."                                              ,                                                        ,discovering
poi:12011750   ,0.0021223915305061,55.1396581,-7.4640857,Buncrana Castle                                  ,sightseeing:castle                     ,                                                                                                                                              ,                                                        ,"hiking,sightseeing"
poi:17331501   ,0.0021206054393053,54.3520421,-6.6487072,Armagh Planetarium                               ,discovering:planetarium                ,                                                                                                                                              ,                                                        ,discovering
poi:3278755    ,0.0021177163037081,54.4881865,-5.64809  ,Sketrick Castle (ruin)                           ,sightseeing:castle                     ,                                                                                                                                              ,                                                        ,"hiking,sightseeing"
poi:3207735    ,0.0021177163037081,54.8572389,-6.3169282,Galgorm Castle                                   ,sightseeing:castle                     ,                                                                                                                                              ,                                                        ,"hiking,sightseeing"
poi:3988598    ,0.0021177163037081,54.7544347,-5.7073338,Castle Chester                                   ,sightseeing:castle                     ,                                                                                                                                              ,                                                        ,"hiking,sightseeing"
poi:3929456    ,0.0021177163037081,54.2505735,-7.4451563,Castle Balfour                                   ,sightseeing:ruins                      ,                                                                                                                                              ,                                                        ,"hiking,sightseeing"
poi:3205340    ,0.0020872230583445,54.9934638,-6.4790281,Craigs Dolmen                                    ,sightseeing:archaeological_site        ,                                                                                                                                              ,                                                        ,sightseeing
poi:56009      ,0.012825741934295 ,54.5994992,-5.9322438,Kelly's Cellars                                  ,going_out:pub                          ,"Kellys Cellars is a pub in Belfast, Northern Ireland, situated at 30 Bank Street in the city centre."                                        ,https://media-cdn.sygictraveldata.com/media/poi:56009   ,going_out
poi:3702692    ,0.011480769230769 ,54.6030523,-5.9327592,The Sunflower Bar                                ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3202605    ,0.011117716303708 ,54.5755609,-5.9173488,Northern Lights                                  ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:3804907    ,0.0095961272288121,54.6017768,-5.9273264,Duke of York                                     ,going_out:pub                          ,                                                                                                                                              ,https://media-cdn.sygictraveldata.com/media/poi:3804907 ,going_out
poi:15398663   ,0.0080186357616931,54.5946666,-5.9340457,The Crown Liquor Saloon                          ,going_out:pub                          ,"The Crown Liquor Saloon, also known as the Crown Bar, is a pub in Great Victoria Street in Belfast, Northern Ireland."                       ,https://media-cdn.sygictraveldata.com/media/poi:15398663,going_out
poi:3832761    ,0.005243700265252 ,54.59462  ,-5.9304849,Ulster Hall                                      ,discovering:theatre                    ,"The Ulster Hall  is a concert hall and grade A listed building in Belfast, Northern Ireland."                                                ,https://media-cdn.sygictraveldata.com/media/poi:3832761 ,going_out
poi:3156916    ,0.0049207363623062,54.6015875,-5.9264524,The Dirty Onion                                  ,going_out:pub                          ,                                                                                                                                              ,https://media-cdn.sygictraveldata.com/media/poi:3156916 ,going_out
poi:3864395    ,0.0042837892893674,54.5771925,-5.930901 ,Lyric Theatre                                    ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:3148135    ,0.0032019230769231,54.8277976,-7.4641392,Alley Theatre                                    ,discovering:theatre                    ,"The Alley Theatre is a theatre based in the heart of Strabane, County Tyrone, Northern Ireland."                                             ,                                                        ,going_out
poi:3328076    ,0.0029207363623062,54.4229916,-7.5945208,The Poachers Inn                                 ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3479823    ,0.0029207363623062,54.5417679,-6.3197953,The Gate Inn                                     ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:15362039   ,0.0028417592854592,54.9963284,-7.3226001,The Nerve Centre                                 ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,going_out
poi:3321943    ,0.0028030200585982,54.5889777,-5.9344008,The Woodworkers                                  ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:24499359   ,0.0027813404586952,54.9964206,-7.3181422,The Blackbird                                    ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:24443423   ,0.0027813404586952,54.9974872,-7.3217754,Peadar O'Donnells                                ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3874232    ,0.0027211538461538,54.3372909,-7.6265189,Ardhowen Theatre                                 ,discovering:theatre                    ,"Ardhowen Theatre is a theatre in Enniskillen, County Fermanagh, Northern Ireland."                                                           ,                                                        ,going_out
poi:18594503   ,0.0026077170418006,54.5930022,-5.9319044,The Bridge House (Wetherspoons)                  ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:18679803   ,0.0024807692307692,54.5116859,-6.0346101,Island Arts Centre                               ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:36118017   ,0.0024807692307692,54.1778046,-6.3376178,Sean Hollywood Arts Centre                       ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,going_out
poi:36159267   ,0.0024807692307692,54.6611736,-5.6682349,Boom! Studios                                    ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,going_out
poi:31049152   ,0.0024807692307692,54.5893742,-5.933987 ,Accidental Theatre                               ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:18846047   ,0.0021206054393053,54.5524272,-5.9335769,Belvoir Players Studio Theatre                   ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:3726991    ,0.0021177163037081,54.6020131,-5.9264838,Oh Yeah Centre                                   ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:10505487   ,0.0020357142857143,54.8003482,-7.7789526,Balor Arts Centre                                ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:35784649   ,0.0020344827586207,54.5772399,-5.9302778,Theatre                                          ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:3866376    ,0.002             ,55.1487533,-6.6782727,Riverside Theatre                                ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:5354385    ,0.002             ,54.9538816,-7.7322873,Letterkenny Regional Cultural Centre             ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,going_out
poi:16924486   ,0.002             ,54.7008037,-5.9563281,Ballyearl Arts and Leisure Centre                ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,"going_out,doing_sports"
poi:3909506    ,0.002             ,54.9959127,-7.3193551,Millennium Forum                                 ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:3341274    ,0.002             ,54.5951689,-5.6950823,Web Theatre                                      ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:3816062    ,0.002             ,54.6471045,-6.7466407,The Burnavon                                     ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:3183110    ,0.002             ,54.8551816,-5.8024735,McNeill Theatre                                  ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:36021587   ,0.002             ,54.6623927,-5.6698247,The Hub                                          ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,going_out
poi:3708635    ,0.002             ,54.6016408,-5.9269815,The Black Box                                    ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:24468801   ,0.002             ,54.4274773,-6.4470517,Amphitheater                                     ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:3279035    ,0.002             ,54.9944692,-7.3208131,The Playhouse                                    ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:5625812    ,0.002             ,54.2475379,-6.9722397,The Markethouse                                  ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,going_out
poi:25718219   ,0.002             ,54.8909913,-5.8469126,Amphitheater Carnfunnock                         ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:3703392    ,0.002             ,54.5878783,-5.9350074,Crescent Arts Centre                             ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,going_out
poi:5350904    ,0.002             ,54.9533879,-7.7318991,An Grianan Theatre                               ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:19999687   ,0.002             ,54.5921405,-5.9610939,Cultúrlann McAdam Ó Fiaich                       ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,going_out
poi:17328704   ,0.002             ,54.348274 ,-6.6544247,Market Place Theatre and Arts Centre             ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:20780879   ,0.002             ,54.5893826,-5.9339548,Accidental Theatre                               ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,going_out
poi:3364828    ,0.002             ,54.3481557,-6.6545256,Market Place Theatre                             ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:17434478   ,0.002             ,54.346244 ,-6.6534118,Abbey Lane Theatre                               ,discovering:theatre                    ,                                                                                                                                              ,                                                        ,going_out
poi:31110371   ,0.002             ,55.1711333,-6.7080145,Flowerfield Arts Centre                          ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,going_out
poi:7130727    ,0.002             ,55.1790085,-7.9775581,Union Fever Hospital                             ,discovering:art_centre                 ,                                                                                                                                              ,                                                        ,going_out
poi:22112586   ,0.0017211538461538,54.5810117,-5.9385943,Botanic Inn                                      ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3813588    ,0.0015984855344773,54.7174847,-7.2335015,Mosseys Bar                                      ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3250043    ,0.0015288461538462,54.4500001,-5.7632733,The Oaks                                         ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3250057    ,0.0015288461538462,54.3971807,-5.7627923,The Villager                                     ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3811510    ,0.0015288461538462,54.8261089,-7.4641056,The Central                                      ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:35488280   ,0.0014807692307692,54.6017747,-5.9321312,Peaky Blinders Bar Belfast                       ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:3638705    ,0.0014807692307692,54.5808508,-5.9380619,Ye Olde Eglantine Inn                            ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3816143    ,0.0014807692307692,54.879118 ,-6.2917941,The Countryman Inn                               ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:20597158   ,0.0014807692307692,54.9822851,-7.727041 ,McCafferty's Bar                                 ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3812926    ,0.0014807692307692,54.5928685,-5.9285112,The Limelight                                    ,going_out:club:nightclub               ,                                                                                                                                              ,                                                        ,going_out
poi:3230303    ,0.0014807692307692,54.7574755,-6.610344 ,Bryson's Bar                                     ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:28654760   ,0.0014807692307692,54.5952384,-5.9328399,Sweet Afton Bar and Kitchen                      ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:12638101   ,0.0014807692307692,55.2090185,-7.818994 ,Singing Pub                                      ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:18884131   ,0.0014807692307692,54.5881774,-5.932645 ,The Belfast Empire Music Hall                    ,going_out:pub                          ,                                                                                                                                              ,                                                        ,"going_out,shopping"
poi:3688330    ,0.0014807692307692,54.5558868,-5.8938191,Four Winds                                       ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:36407050   ,0.0014807692307692,54.6614347,-5.6672497,The Goat's Toe                                   ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:9638583    ,0.0014807692307692,54.2486747,-6.9683852,The Squealing Pig                                ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:22112584   ,0.0014807692307692,54.5808507,-5.9380062,Ye Olde Eglantine Inn                            ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3716331    ,0.0014807692307692,54.8279124,-7.4659835,Ruby's Bar and Nightclub                         ,going_out:club:nightclub               ,                                                                                                                                              ,                                                        ,going_out
poi:3334893    ,0.0014807692307692,54.5890182,-5.9343848,Laverys Bar                                      ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:27185776   ,0.0014807692307692,54.9841432,-6.6869828,Wendy's Pub                                      ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3337122    ,0.0014807692307692,54.595938 ,-5.9324349,The Washington Bar                               ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3234994    ,0.0014807692307692,54.6005904,-5.9277758,The Northern Whig                                ,going_out:bar                          ,                                                                                                                                              ,                                                        ,"going_out,eating"
poi:3842817    ,0.0014807692307692,54.6292432,-5.9139801,Portside Inn                                     ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:15258250   ,0.0014807692307692,55.1242578,-7.1964674,The Point Inn                                    ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3741977    ,0.0014807692307692,54.5889055,-5.9350746,Alibi                                            ,going_out:club:nightclub               ,                                                                                                                                              ,                                                        ,going_out
poi:28566439   ,0.0014807692307692,54.345526 ,-7.640641 ,Level 7                                          ,going_out:club:nightclub               ,                                                                                                                                              ,                                                        ,going_out
poi:9684915    ,0.0014807692307692,54.9521595,-7.7357726,Warehouse Bar                                    ,going_out:club:nightclub               ,                                                                                                                                              ,                                                        ,going_out
poi:10249363   ,0.0014807692307692,54.258403 ,-6.9613416,Mexx Nitelife                                    ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:36024557   ,0.0014807692307692,54.6633355,-5.6664669,Wolseys                                          ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:3404507    ,0.0014807692307692,54.9961875,-7.3176526,Sandinos                                         ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3147550    ,0.0014807692307692,54.828    ,-7.4657798,The Harp And Fiddle                              ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:3258005    ,0.0014807692307692,54.2413667,-5.8991845,The Maghera Inn                                  ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3640944    ,0.0012354326074161,54.5809885,-5.9385567,The Botanic Inn                                  ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3309870    ,0.0012354326074161,55.2326089,-6.5161149,The Nook                                         ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:56201      ,0.001165793226785 ,55.126373 ,-7.811949 ,Olde Glen Bar and Restaurant                     ,eating                                 ,                                                                                                                                              ,                                                        ,"eating,going_out"
poi:21747956   ,0.0011206054393053,54.1781806,-7.2329015,The Round Tower                                  ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:16899978   ,0.0011206054393053,54.5949726,-5.9324659,The Perch Rooftop Bar                            ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:24441691   ,0.0011192819228246,54.9949104,-7.3200661,The Bentley                                      ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:26930142   ,0.0011192819228246,54.6008339,-5.9231295,McHugh's                                         ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3755084    ,0.0011177163037081,55.2365357,-6.3572393,Rope Bridge Pub & Restaurant                     ,going_out:pub                          ,                                                                                                                                              ,                                                        ,"going_out,shopping"
poi:3541139    ,0.0011177163037081,54.5947977,-5.9341147,Robinsons                                        ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3360286    ,0.0011177163037081,54.9992567,-7.3219484,Grand Central Bar                                ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3132641    ,0.0011177163037081,54.6000461,-5.9332312,Madden's                                         ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3156734    ,0.0011177163037081,54.600968 ,-5.9262819,The Spaniard                                     ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3607397    ,0.0011177163037081,54.5994198,-5.9262768,Morning Star                                     ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3690793    ,0.0011177163037081,54.5969638,-5.931764 ,The Apartment                                    ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3233441    ,0.0011177163037081,54.6000967,-5.9284648,White's Tavern                                   ,going_out:bar                          ,                                                                                                                                              ,                                                        ,going_out
poi:3259382    ,0.0011177163037081,55.2013433,-6.249798 ,O'Connors Bar                                    ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
poi:3782809    ,0.0011177163037081,54.5900532,-5.9273781,The Hideout                                      ,going_out:pub                          ,                                                                                                                                              ,                                                        ,going_out
